sample, time, clock, pulses, frequency
154, 49933696, 125702, 100, 99441.7
155, 49933776, 125702, 100, 99441.7
156, 49933849, 125702, 100, 99441.7
157, 49933928, 125230, 247, 246546.8
158, 49934009, 125230, 247, 246546.8
159, 49934135, 125230, 247, 246546.8
160, 49934204, 125230, 247, 246546.8
161, 49934269, 125230, 247, 246546.8
162, 49934337, 125230, 247, 246546.8
163, 49934405, 125230, 247, 246546.8
164, 49934478, 125230, 247, 246546.8
165, 49934552, 125230, 247, 246546.8
166, 49934628, 125230, 247, 246546.8
167, 49934703, 125230, 247, 246546.8
168, 49934775, 125230, 247, 246546.8
169, 49934848, 125230, 247, 246546.8
170, 49934922, 125230, 247, 246546.8
171, 49935002, 125230, 247, 246546.8
172, 49935083, 125230, 247, 246546.8
173, 49935163, 125230, 247, 246546.8
174, 49935246, 125230, 247, 246546.8
175, 49935375, 125230, 247, 246546.8
176, 49935445, 125230, 247, 246546.8
177, 49935514, 125230, 247, 246546.8
178, 49935588, 125230, 247, 246546.8
179, 49935666, 125230, 247, 246546.8
180, 49935754, 125230, 247, 246546.8
181, 49935829, 125230, 247, 246546.8
182, 49935906, 125230, 247, 246546.8
183, 49935995, 125230, 247, 246546.8
184, 49936074, 125230, 247, 246546.8
185, 49936150, 125230, 247, 246546.8
186, 49936225, 125230, 247, 246546.8
187, 49936306, 125230, 247, 246546.8
188, 49936393, 125230, 247, 246546.8
189, 49936476, 125230, 247, 246546.8
190, 49936557, 125230, 247, 246546.8
191, 49936689, 125230, 247, 246546.8
192, 49936762, 125230, 247, 246546.8
193, 49936834, 125230, 247, 246546.8
194, 49936911, 125230, 247, 246546.8
195, 49936993, 125230, 247, 246546.8
196, 49937077, 125230, 247, 246546.8
197, 49937164, 125230, 247, 246546.8
198, 49937251, 125230, 247, 246546.8
199, 49937328, 125230, 247, 246546.8
200, 49937409, 125230, 247, 246546.8
201, 49937487, 125230, 247, 246546.8
202, 49937570, 125230, 247, 246546.8
203, 49937661, 125230, 247, 246546.8
204, 49937748, 125230, 247, 246546.8
205, 49937834, 125230, 247, 246546.8
206, 49937925, 125230, 247, 246546.8
207, 49938051, 125230, 247, 246546.8
208, 49938127, 125230, 247, 246546.8
209, 49938201, 125230, 247, 246546.8
210, 49938278, 125230, 247, 246546.8
211, 49938371, 125230, 247, 246546.8
212, 49938459, 125230, 247, 246546.8
213, 49938541, 125230, 247, 246546.8
214, 49938625, 125230, 247, 246546.8
215, 49938704, 125230, 247, 246546.8
216, 49938787, 125230, 247, 246546.8
217, 49938867, 125230, 247, 246546.8
218, 49938952, 125352, 50, 49859.68
219, 49939046, 125352, 50, 49859.68
220, 49939141, 125352, 50, 49859.68
221, 49939276, 125352, 50, 49859.68
222, 49939343, 125352, 50, 49859.68
223, 49939450, 125352, 50, 49859.68
224, 49939509, 125352, 50, 49859.68
225, 49939569, 125352, 50, 49859.68
226, 49939632, 125352, 50, 49859.68
227, 49939696, 125352, 50, 49859.68
228, 49939782, 125352, 50, 49859.68
229, 49939850, 125352, 50, 49859.68
230, 49939926, 125352, 50, 49859.68
231, 49939999, 125352, 50, 49859.68
232, 49940068, 125352, 50, 49859.68
233, 49940139, 125352, 50, 49859.68
234, 49940212, 125352, 50, 49859.68
235, 49940290, 125352, 50, 49859.68
236, 49940367, 125352, 50, 49859.68
237, 49940443, 125352, 50, 49859.68
238, 49940515, 125352, 50, 49859.68
239, 49940627, 125352, 50, 49859.68
240, 49940689, 125352, 50, 49859.68
241, 49940753, 125352, 50, 49859.68
242, 49940829, 125352, 50, 49859.68
243, 49940896, 125352, 50, 49859.68
244, 49940962, 125352, 50, 49859.68
245, 49941029, 125352, 50, 49859.68
246, 49941099, 125352, 50, 49859.68
247, 49941164, 125352, 50, 49859.68
248, 49941235, 125352, 50, 49859.68
249, 49941323, 125350, 50, 49860.47
250, 49941401, 125352, 50, 49859.68
251, 49941477, 125352, 50, 49859.68
252, 49941550, 125352, 50, 49859.68
253, 49941621, 125352, 50, 49859.68
254, 49941694, 125352, 50, 49859.68
255, 49941804, 125352, 50, 49859.68
256, 49941881, 125352, 50, 49859.68
257, 49941950, 125352, 50, 49859.68
258, 49942025, 125352, 50, 49859.68
259, 49942103, 125352, 50, 49859.68
260, 49942173, 125352, 50, 49859.68
261, 49942238, 125352, 50, 49859.68
262, 49942308, 125352, 50, 49859.68
263, 49942377, 125352, 50, 49859.68
264, 49942452, 125352, 50, 49859.68
265, 49942528, 125352, 50, 49859.68
266, 49942602, 125352, 50, 49859.68
267, 49942690, 125352, 50, 49859.68
268, 49942770, 125350, 50, 49860.47
269, 49942845, 125352, 50, 49859.68
270, 49942919, 125352, 50, 49859.68
271, 49943041, 125352, 50, 49859.68
272, 49943111, 125352, 50, 49859.68
273, 49943181, 125352, 50, 49859.68
274, 49943256, 125352, 50, 49859.68
275, 49943330, 125352, 50, 49859.68
276, 49943399, 125352, 50, 49859.68
277, 49943468, 125352, 50, 49859.68
278, 49943540, 125352, 50, 49859.68
279, 49943618, 125352, 50, 49859.68
280, 49943699, 125352, 50, 49859.68
281, 49943779, 125352, 50, 49859.68
282, 49943859, 125352, 50, 49859.68
283, 49943941, 125702, 100, 99441.7
284, 49944017, 125702, 100, 99441.7
285, 49944097, 125702, 100, 99441.7
286, 49944181, 125702, 100, 99441.7
287, 49944301, 125702, 100, 99441.7
288, 49944378, 125702, 100, 99441.7
289, 49944454, 125702, 100, 99441.7
290, 49944522, 125702, 100, 99441.7
291, 49944594, 125702, 100, 99441.7
292, 49944669, 125702, 100, 99441.7
293, 49944751, 125702, 100, 99441.7
294, 49944829, 125702, 100, 99441.7
295, 49944911, 125702, 100, 99441.7
296, 49944991, 125702, 100, 99441.7
297, 49945069, 125702, 100, 99441.7
298, 49945145, 125702, 100, 99441.7
299, 49945222, 125702, 100, 99441.7
300, 49945300, 125702, 100, 99441.7
301, 49945378, 125702, 100, 99441.7
302, 49945467, 125702, 100, 99441.7
303, 49945600, 125702, 100, 99441.7
304, 49945680, 125702, 100, 99441.7
305, 49945768, 125702, 100, 99441.7
306, 49945845, 125702, 100, 99441.7
307, 49945919, 125702, 100, 99441.7
308, 49945994, 125702, 100, 99441.7
309, 49946075, 125702, 100, 99441.7
310, 49946157, 125702, 100, 99441.7
311, 49946240, 125702, 100, 99441.7
312, 49946324, 125702, 100, 99441.7
313, 49946408, 125702, 100, 99441.7
314, 49946486, 125702, 100, 99441.7
315, 49946570, 125702, 100, 99441.7
316, 49946653, 125702, 100, 99441.7
317, 49946744, 125702, 100, 99441.7
318, 49946831, 125702, 100, 99441.7
319, 49946967, 125702, 100, 99441.7
320, 49947049, 125702, 100, 99441.7
321, 49947132, 125702, 100, 99441.7
322, 49947210, 125702, 100, 99441.7
323, 49947291, 125702, 100, 99441.7
324, 49947371, 125702, 100, 99441.7
325, 49947453, 125702, 100, 99441.7
326, 49947535, 125702, 100, 99441.7
327, 49947623, 125702, 100, 99441.7
328, 49947712, 125702, 100, 99441.7
329, 49947796, 125702, 100, 99441.7
330, 49947881, 125702, 100, 99441.7
331, 49947965, 125702, 100, 99441.7
332, 49948029, 125702, 100, 99441.7
333, 49948099, 125702, 100, 99441.7
334, 49948171, 125702, 100, 99441.7
335, 49948285, 125702, 100, 99441.7
336, 49948347, 125702, 100, 99441.7
337, 49948411, 125702, 100, 99441.7
338, 49948467, 125702, 100, 99441.7
339, 49948532, 125702, 100, 99441.7
340, 49948600, 125702, 100, 99441.7
341, 49948662, 125702, 100, 99441.7
342, 49948732, 125702, 100, 99441.7
343, 49948801, 125702, 100, 99441.7
344, 49948871, 125230, 247, 246546.8
345, 49948950, 125230, 247, 246546.8
346, 49949016, 125230, 247, 246546.8
347, 49949086, 125230, 247, 246546.8
348, 49949153, 125230, 247, 246546.8
349, 49949229, 125230, 247, 246546.8
350, 49949304, 125230, 247, 246546.8
351, 49949422, 125230, 247, 246546.8
352, 49949495, 125230, 247, 246546.8
353, 49949565, 125230, 247, 246546.8
354, 49949635, 125230, 247, 246546.8
355, 49949705, 125230, 247, 246546.8
356, 49949774, 125232, 247, 246542.8
357, 49949861, 125230, 247, 246546.8
358, 49949943, 125230, 247, 246546.8
359, 49950018, 125230, 247, 246546.8
360, 49950109, 125230, 247, 246546.8
361, 49950186, 125230, 247, 246546.8
362, 49950259, 125230, 247, 246546.8
363, 49950331, 125230, 247, 246546.8
364, 49950406, 125230, 247, 246546.8
365, 49950488, 125230, 247, 246546.8
366, 49950570, 125230, 247, 246546.8
367, 49950695, 125230, 247, 246546.8
368, 49950761, 125230, 247, 246546.8
369, 49950827, 125230, 247, 246546.8
370, 49950900, 125230, 247, 246546.8
371, 49950967, 125230, 247, 246546.8
372, 49951034, 125230, 247, 246546.8
373, 49951116, 125230, 247, 246546.8
374, 49951193, 125230, 247, 246546.8
375, 49951267, 125230, 247, 246546.8
376, 49951348, 125230, 247, 246546.8
377, 49951418, 125230, 247, 246546.8
378, 49951493, 125230, 247, 246546.8
379, 49951565, 125230, 247, 246546.8
380, 49951637, 125230, 247, 246546.8
381, 49951736, 125230, 247, 246546.8
382, 49951818, 125230, 247, 246546.8
383, 49951942, 125230, 247, 246546.8
384, 49952021, 125230, 247, 246546.8
385, 49952090, 125230, 247, 246546.8
386, 49952163, 125230, 247, 246546.8
387, 49952237, 125230, 247, 246546.8
388, 49952307, 125230, 247, 246546.8
389, 49952388, 125230, 247, 246546.8
390, 49952463, 125230, 247, 246546.8
391, 49952547, 125230, 247, 246546.8
392, 49952625, 125230, 247, 246546.8
393, 49952699, 125230, 247, 246546.8
394, 49952772, 125230, 247, 246546.8
395, 49952851, 125230, 247, 246546.8
396, 49952929, 125230, 247, 246546.8
397, 49953016, 125230, 247, 246546.8
398, 49953098, 125230, 247, 246546.8
399, 49953223, 125230, 247, 246546.8
400, 49953295, 125230, 247, 246546.8
401, 49953366, 125230, 247, 246546.8
402, 49953442, 125230, 247, 246546.8
403, 49953517, 125230, 247, 246546.8
404, 49953594, 125230, 247, 246546.8
405, 49953669, 125230, 247, 246546.8
406, 49953748, 125230, 247, 246546.8
407, 49953833, 125230, 247, 246546.8
408, 49953914, 125352, 50, 49859.68
409, 49953991, 125352, 50, 49859.68
410, 49954071, 125352, 50, 49859.68
411, 49954154, 125352, 50, 49859.68
412, 49954231, 125352, 50, 49859.68
413, 49954315, 125352, 50, 49859.68
414, 49954405, 125352, 50, 49859.68
415, 49954538, 125352, 50, 49859.68
416, 49954615, 125352, 50, 49859.68
417, 49954693, 125352, 50, 49859.68
418, 49954768, 125352, 50, 49859.68
419, 49954847, 125352, 50, 49859.68
420, 49954931, 125352, 50, 49859.68
421, 49955018, 125352, 50, 49859.68
422, 49955099, 125352, 50, 49859.68
423, 49955179, 125352, 50, 49859.68
424, 49955264, 125352, 50, 49859.68
425, 49955346, 125352, 50, 49859.68
426, 49955430, 125352, 50, 49859.68
427, 49955515, 125352, 50, 49859.68
428, 49955595, 125352, 50, 49859.68
429, 49955688, 125352, 50, 49859.68
430, 49955777, 125352, 50, 49859.68
431, 49955920, 125352, 50, 49859.68
432, 49956005, 125352, 50, 49859.68
433, 49956085, 125352, 50, 49859.68
434, 49956160, 125352, 50, 49859.68
435, 49956241, 125352, 50, 49859.68
436, 49956328, 125352, 50, 49859.68
437, 49956414, 125352, 50, 49859.68
438, 49956496, 125352, 50, 49859.68
439, 49956587, 125352, 50, 49859.68
440, 49956718, 125352, 50, 49859.68
441, 49956781, 125352, 50, 49859.68
442, 49956847, 125352, 50, 49859.68
443, 49956909, 125350, 50, 49860.47
444, 49957000, 125352, 50, 49859.68
445, 49957083, 125352, 50, 49859.68
446, 49957165, 125352, 50, 49859.68
447, 49957280, 125352, 50, 49859.68
448, 49957343, 125352, 50, 49859.68
449, 49957399, 125352, 50, 49859.68
450, 49957457, 125352, 50, 49859.68
451, 49957524, 125352, 50, 49859.68
452, 49957592, 125352, 50, 49859.68
453, 49957666, 125352, 50, 49859.68
454, 49957735, 125352, 50, 49859.68
455, 49957797, 125352, 50, 49859.68
456, 49957865, 125352, 50, 49859.68
457, 49957934, 125352, 50, 49859.68
